content,sentimen
aku kasi empat bintang dulu soalnya aplikasi nya sering keluar dan juga kalau msuk lama bngt kadang sampai berkali² masuk baru bisa masuk,1
bagus sekali,1
"WhatsApp sering terblokir,sering di tinjau",1
"apk wa sangat membatu dlm berkomunikasi baik itu chat,tlf suara dan video call...terimakasih",1
"tolong perbaiki ketika update story wa foto atau video menjadi blur, padahal Saya sudah mengaktifkan fitur kualitas unggahan tetapi tidak terpengaruh, apakah fitur itu hanya buat pajangan? ini keluhan semua orang, tolong atas kesadarannya sudah sekian lama tidak diperbaiki, sekian terimakasih",0
sering ngebug,1
saya sudah lama menggunakan aplikasi ini.memang mantap,1
tidak bisa nge tag ke orang orang padahal sama saya udah di-tag tapi enggak ada @putih nya,0
"dikit dikit ""Akun ini tidak bisa menggunakan WhatsApp"" padahal kagak spam",0
aplikasi very good,1
"untuk developer tolong dong kualitas upload storynya buat lebih jernih,padahal pas di galery HD banget,ketika di post di story WhatsApp jadi pecah banget",0
bgus,1
sangat puas,0
😭😭😭😭😭😭😭,1
akun saya ditinjau saya tidak tau penyebabnya,0
sangat baik,1
sipppppp,1
di saya belum ada tema obrolan,0
okey,1
whatsapp sering ke bajak/ke blokir padahal saya menggunakan wa ini dengan tanggung jawab,0
ok,1
kenapa WhatsApp saya ga ada fitur efek nya pas video call,1
bolelelah,1
👍🏽,1
goob,1
kembalikan bar status deret kebawah !! jangan kesamping ginii saya tak sukaaaaa.....,0
bagus,1
bagus,1
baguss bangeett,1
"Tidak memungkiri, inilah app yg paling dibutuhkan saat ini,,,",1
sangat baik,1
oke,1
"suka keluar dan masuk sendiri, tolong bantu perbaik",1
sangat bagus,1
mengirim pesan centang 1 padehal sudah terkirim. sering keluar sendiri.,0
aplikasi ini sangat berguna untuk berkomunikasi lewat telepon dan aku sangat kagum karna kalo tidak ada aplikasi ini saya tak bisa untuk mengabari orang jauh atau pun bertelepon dengan teman lama,1
mantap.. lancar,1
whatsApp nyaa suka tiba tiba WashatsApp telah berhentii sedangkan banyak yang chatt itu sangat menggangu saya udaa ada 6 klii sya nginstall ga bisa bisaa,0
bagus,1
jujur kecewa udah lama banget pake wa makin kesini makin leg pas vc leg pas telpon biasa juga leg padahal sinyal bagus banget manteng banget nah yang aku maksud leg itu pas vc mau di gedein yang kamera aku nya itu malah bikin gambar vcnya tuh leg dan malah jdi susah di pencet aku kira karna hp nya penuh penyimpanannya aku hapus 3 apk di hp aku nah pas aku coba lagi masih tetep sama leg terus aku coba hapus dulu wa aku download ulang tetep sama aja tolong di perbaiki lagi ya kualitasnya 🙏🏻🙏🏻,1
seringkali harus update apk nya tapi makin kesini makin susah aja.. ketika buka WA dibagian chat banyak sekali kontak² yg muncul dan harus disilang dulu untuk menghilangkan nya.. makin kesini makin aneh aja... balikin ke fitur sblmnya saja min,0
sangat membantu,1
sip mantap,1
BOLEH LAH,1
apasih kena spam mulu padahal gak ngapapain loh,0
kurang memuaskan udah di instal berkali-kali tetap tidak bisa,0
mantapp,1
ok,1
aplikasi ini sangat bagus,1
"kok sering kena pembatasan, padahal gapernah ngapa-ngapain",0
sticker jgn yg jorok jorok,1
status whatsapp kalau bisa di tingkatkan grafik dan kualitas setiap mau buat update status langsung di turunkan resolusi jadinya burem kalau bisa ditingkatkan jadi HD,1
knp ya di download ngk bisa data ada memory blom pnuhh,0
suka bug buka WhatsApp terpental keluar tolong dong benarkan lagi Agar tidak terulang,0
bug di camera saat video call,0
sangat seru,1
akun sering kena spam,1
tapi sya tidak bisa watsapp,1
mantap,1
aplikasi yang sangat bagus,1
saat buka foto/vidio sekali lihat sering banget gak kebuka padahal udah di spam pencet,0
"tolong jangan banyak perubahan atau update saya cuma di beri waktu 3 hari buat update klo ga, gabisa buka whatsapp trus saya akhirnya hpus whatsapp dan download lagi",1
bagus apknya,1
sangat baik untuk berkomunikasi,1
Whatshapp sngt bagus dan membantu saya,1
Bagus membantu komunikasi,1
perbaikan terus bingung hp jadulku,1
aneh saya daftar nomernya ga bisa di klik menapa ya padahal daftar nya pke nomer tlpn,0
Nomor WhatsApp Business tak bisa dibuka karena kena maling sama Agen TKI ?,1
semoga kedepannya lebih baik,1
mantap pol banget,1
Saya tidak bisa menggunakan nya karena android saya tidak mencukupi tolong di perbaiki lgi karena android cuma ram 2/16gb,0
sangat bagus untuk di gunakan,1
Whatsapp menurunkan kualitas gambar ketika upload story,0
👍,1
kak wa aku ko ga ada lagu nya lagi ya,1
ok baik,1
"najis up WA ke kompres nya burik banget, plis update kompres nya jangan burik gitu",0
aplikasi yg sangat bgus bet,1
kenapa tidak bisa mengirim video,1
jelek,0
kenapa akun watshap saya malah di batasi terus setiap chat. ke no baru padahal dengan urusan bisnis dengan kontak baru yg belum tersimpan kenapa malah jadi GK guna begini tolong dong perbarui akun watshap saya jangan di kira spam trus,0
😄,1
"How am I supposed to upload a WhatsApp status (video) with a duration of 30 seconds when it keeps failing? Even uploading a 1-minute video also fails. PLEASE FIX THIS. Before May 2026, everything worked normally when I uploaded 30-second or 1-minute videos. Now I can’t upload them at all.",0
Saya merasa akun saya diblokir secara keliru. Saya menggunakan WhatsApp untuk komunikasi pribadi dan tidak melakukan spam atau pelanggaran.” dan Sudah dua kali saya kena begini seakarang watsap saya sudah tidak bisa memakai watsap lagi. masa saya gontaganti nomor terus gimana ini whatsapp!!!.,0
tolong updedet,1
loading doang ga slesai slesai dari tengah hari tdi,0
oke,1
good,1
kenapa wa ini klo mau denger pesan suara selalu mati layar Hp suara kecil,0
mantap semoga sukses selalu,1
bisa kembali memakai whasup ( WA ),0
baru kemaren di-update harus update lagi payahhhh ngabisin kuota aja dehhh,0
knph ya saya Setiap masukin nomor perikasi terus,1
bgus,1
baik,1
baik,1
knp saya tidak bisa login tidak bisa mencet saat masukan nomer,0
baik,1
Bagus,1
oke,1
bagus sangat membantu,1
bagus,1
untuk status tidak bisa upload,0
sangat senang dan bagussss,1
sangat suka,1
sangat bagus,1
"Tolong Perbaiki Lagi mengapa Setiap Beberapa Saat Foto Di Status Jadi Blur tetapi Sebelum Nya tidak, bukan hanya saya status kontak saya juga blur",1
baru coba,1
suara putus putus,1
tidak bisa pesan tersimpan lama,1
segala urusan lebih mudah,1
"bagus untuk ngechat dan nelpon,pokoknya the best sih",1
very good,1
bisa inta tolong dibuka blikirannya,1
aktifkan wa,1
WhatsApp sekarang mudah ke banned padahal saya tidak melakukan spam eh malah ke banned permanen mohon cepat perbaiki ya admin WhatsApp padahal saya tadi hanya mengechat kawan saya eh malah kebanned,0
apilkasih ini memng bagus tapi sekarang saya kadng GK ngrti karna sekrng wa banyak berubah nya,1
bagus,1
"sangat baik aplikasinya, dan sangatudah digunakan ..",1
Malah enggak bisa di buka,1
"stiker wa yang bisa jadi besar itu kenapa tidak bisa? percuma kalau ada fitur baru tapi ngasih nya setengah setengah, dasar aplikasi brainrot pelit banget.",0
okee mntapp,1
kualitasnya sangat bagus 👍,1
wa saya sering kena kenon tanpa sebab,1
gimna yaaa aku udh dwondlod berkali kali tapi ko gak bisa buat cetan,1
Menurut saya untuk aplikasi nya sudah bagus.namun ada beberapa hal yang harus diperbaiki.seperti jika aplikasi whatsaap ingin update.diusahakan terupdate sendiri.tidak kita yang mengupdate secara manual lagi.dan untuk dalam grafik semuanya bagus cuma harus ditingkatkan lagi pada pemostingan status wa kadang agak menjadi buram dan tidak jelas.dan untuk warna pada tema chat semoga diperbanyak lagi sehingga lebih menarik untuk digunakan...baiklah ini saja yang saya sampaikan...terimakasih sudah ada,1
menarik dan canggih,1
good,0
sangat membantu,1
sangat bermanfaat,1
tolong buka lagi washapp saya,1
setuju,1
sangat penting untuk berkomunikasi,1
maaf karnua saya telah memberikan bintang tiga karena nomor Telkom saya diblokir,1
untung bisa pesen seblak lagi setelah riset HP,1
sangat mudah banget,1
baik bangett,1
bagus,1
is the best,1
ok,1
100/100 untuk Aplikasi ini! ini keren banget! berguna! Dan juga saya bisa buat channel (saluran) di sini gratis! Mksh untuk developer nya! 👍👍👍👍👍👍,1
oky,1
ini dari hp'y ap kartu'y yaah masa 2 nomer kena spam,0
good,1
seru,1
"Sudah 2 kali update juga yang baru ini kenapa pas cek status sendiri, tapi pas selesai kok lanjut ke status teman, padahal aku gak mau langsung ke status temen, jadi kacau ni whatsapp, bintang ku kurangi 1 dulu, sebelum rubah seperti sebelumnya, okay intinya pas cek status sendiri jangan langsung dilanjutkan ke status lain",1
kren banget,1
sangat bagus,1
nggak ada kemajuan di hp saya,0
Mohon Untuk Pihak WhatsApp. Saya selalu terkena banned hanya karena chat teman saya baru 1 kali chat selalu terkena banned. tolong untuk di perbaiki seperti dahulu yang tidak sensitiv terhadap chat. mohon untuk segera di perbaiki saya mewakili semua pengguna WhatsApp messenger ini untuk buka suara agar segera di perbaiki lebih detail dan tidak selalu terkena banned ketika mengirim pesan kepada orang lain.,1
"kok tiba² wa saya kena suspend,begitu sata buka wa lansung kena suspend dan peninjauan sampai 24 jam tolong di perbaiki",1
grub whatsapp mudah terblokirrt,0
bagus,1
aku suka ada bublee chatttt,1
bagus m,1
"masah akunku di bajak trus akunku juga yang di tinjau ulang"" sampai memuat terus dan sekarang nomor tidak bisa digunakan aneh",0
"Aplikasi yang bagus untuk berkomunikasi, terutama di Indonesia",1
"mohon ya kalo udh ke update lngsng harus berubah semua maksudnya kaya udh di update buka apl wa nya lngsng ke yang terbaru gitu,aku udh update tapi gada tuu perubahan aku dah cari semua tetep gada perubahan,terus knpa ya pdhl aku udh update tetep gada efek pas vc pdhl juga udh nyalain buat efek vc nya tolong yaa🙏🙏",1
"aplikasi oon masa nomor wa masih aktif ada bacaan akun anda logout dari WhatsApp terkini mohon untuk memberikan tinjauan atau kasih saran ke WhatsApp kami,tolong dong ini kepada tim WhatsApp jangan oon nya tuh ngoon banget Maslah nya banyak data data penting disini tolol, udah dikasih saran ini itu masih aja keblokir",0
aplikasi nya bagus dan gampang,1
singkronkan wasup yg ada,1
"download video dari youtube, lalu upload di WA tetapi tidak bisa karena format tidak didukung?",0
good,1
kenapa Yaya mengunakan WhatsApp tapi tidak resmi padahal saya udah donglot berkali kali,0
"seru, bisa chatan sama people people, stiker nya lucu gemoy kaya aku",1
👍👍👍,1
cepat cepat,1
kenapa setiap buka wa ada kek kontak² gitu gimana ngilangin nyaa,0
maaf.. kok video yg diupload tmn saya knp gk bisa saya lihat ya .. muter terus ???,1
Bagus,1
"sengaja kasih bintang 5 soalnya akun saya udah beberapa tahun saya pake tapi kenapa malah nggak bisa login lagi dengan alasan tidak terverifikasi, saya sudah coba beberapa kali tapi hasilnya tetap sama.",1
"ga banget, wa skrng terlalu sensitif masa baru nyimpen 2 kontak udh kena pelanggaran spam terus wa nya di logut harus nunggu 24 jam baru bisa jujur itu ngeganggu bgt, kalo lagi ada hal penting tiba tiba gitu itu ga etis bgt sih, BALIKIN WA DULU.",0
Apk ini sangat membantu bagi penguna hp lainya juga mudah untuk di gunakan,1
Tolong perbaiki ketika login WhatsApp web dan logoutnya. masa keluar terus dari handpondnya dan nunggu 24 jam verifikasi,1
sering terkena kenon,0
"dear wa,tolong dong kenapa sih kalau cv suka ngeleg ahhhhh tidakkkkkkkkkkkkkk",0
ga bisa buka video status wa aneh bgt,0
sering kesulitan chat orang karena iklan mulu,0
ok,1
"Gara-gara WA tidak bisa log out, alhasil data"" di device sebelumnya harus dihapus permanen ketika pindah ke device yang baru. dimana hal ini sangat merugikan sekali",0
"bagus, mempermudah komunikasi",1
sangat mendukung,1
mantap,1
bug bgt,1
oke,1
Belum pernah nyoba,1
"kepada pihak WhatsApp yang terhormat mohon perbaikin bug yang terjadi di aplikasi kalian, karena ini sangat mengganggu kenyaman pengguna 🙏🏻 Semoga ada update yang jauh lebih baik lagi dari sebelumnya, terimakasih 🙏🏻",0
saya sudah mengupdate WhatsApp nya 3×tapi blm ada vitur yang baru nya,1
karna bisa ngcet tmen,1
"WhatsApp sekarang mulai ga jelass ga bisa login padahal kartu masih baru ""Dengan alasan login tidak tersedia saat ini"" tolong lah kedepannya jangan mempersulit pengguna",1
wa tambah lama tambah jelek masa ngechat orang yang ga kita sv ke ban kan aneh tambah updet malah tambah jelek,0
⭐⭐⭐⭐⭐,1
"Seneng banget rasanya chat tan dengan meta AI nya yang ramah baik sopan yang bisa ku jadi kan tempat ngobro² jika bosan, pokok nya makasih bgt buat meta AI😘❤❤",1
bagus,1
"ini Whatsapp saya kenapa yaa kok sering bilang tunggu 24 jam, sering kayak gitu saya bisa buka Whatsapp 5 menit doang trus tiba tiba bilang tunggu 24 jam lagi?",1
WhatsApp sekarang jelek gampang ke band.,0
kok suara panggilan bergelombang ya,0
sangat baik,1
ok,1
sangat berguna,1
bagus,1
okoooooookkkk,1
Kenapa sih status nya harus burik🤌😭,1
sangat bagus 😎👍,1
mantap,1
wa saya ga bisa terbuka muter mulu bacaan memuat terus kenapa ya,1
"kenapa setiap mosting ke story wa selalu terjadi penurunan kualitas gambar/video, jelek bgt, ga kaya dulu,",1
"sering update tiba tiba WA di baned sedangkan pekerjaan saya sebagai kurir jnt, tolong saya harus melayani konsumen kenapa WA sekarang nambah bobrok",0
sangat membantu,1
gak bisa didwl,0
"whatsapp sekarang semakin tidak relevan,akun saya sering terblokir,kena tinjau terus. padahal saya selalu mematuhi kebijakan dan ketentuan. tapi kenapa sekarang mudah sekali terblokir akunnya ketika berinteraksi dengan nomer baru",1
mantap,1
Video Call Terlalu Menguras Kuota,1
smoga kdepan nya smakin maju,1
TERBAIKKKK 👌👌👍👍👍👍,1
terbaik,1
sngt membatu pnglamn sya mngkanya sya kasih bintang 5,1
WhatsApp messenger memberikan komunikasi bagus dan lancar,1
cara mudah komunikasi,1
oke,1
kekmana lah woi wa ini,0
"kenapa ""info tentang"" di profil tidak permanen seperti dulu? bagus yang permanen.",1
ok,1
saya suka,1
Suka,1
tidak bisa masuk ke grup,0
"bagus sihh. tpi update mulu, klo aku update chtan ku sma keluarga/teman ilang semua",1
parah skrg,0
"bintang 1, karena sering kali WhatsApp terkunci/kenon tanpa alasan yang jelas, saya sedang membuka chat saya mengenai pelajaran tiba' saja kenon.",0
whatsaApp mantap,1
Tetap download walaupun gk ad yg cet,1
top,1
Wa selalu tampil akun dalam tinjauan,1
jujur ini aplikasi penting bwangett,1
aplikasi yang bagus,1
"Tolong wallpaper telpon jangan default,ada varian wallpaper",1
anjjing,1
kren,1
"baru aja bangun tidur buka WhatsApp tiba² kenon dah juga besok nya gitu juga kenon Mulu WhatsApp gua setiap hari tolong di perbaikin padahal saya gak ada ngelakuin pelanggaran jadi males main WhatsApp, apa lagi banyak chat penting dan data penting di WhatsApp masa setiap hari kenon mana nunggu 6 jam atau gak 24 jam",0
"sering keluar sendiri, terlalu banyak bug mohon di perbaiki😠",0
ok,1
Bagus,1
"tak kasih bintang 5 dulu. bikin status, privasi semua kontak, tapi ketika dicek belum ada yang lihat, giliran ngasih tanda suka baru keliatan itu pun cuma yang ngasih tanda suka. chatingan ke penerima centang satu, tapi si penerima bisa balas chat kita. nanti kalau sudah diperbaiki bug-nya saya tarik jadi bintang 4.",1
Aplikasi ini nggak jelas nggak bisa login Padahal aku nggak ada aneh-aneh,0
sering ke blokir waee no akuu nyaa pulihin no akuu pliss,0
"akun ku selalu ""akun sedang ditinjau"" 2 hari sekali, bikin risih",1
"Untuk WhatsApp, hanya satu hal yang membuat saya beri bintang 4, bukan 5. Sederhana saja, aku selalu jarang chat siapapun, tapi kenapa selalu kena band spam sementara puluhan kali bahkan sampe diband permanen? Awalnya kupikir sistem anda yang bermasalah, dan ternyata benar. 多么伪君子啊",1
Tolong resolusi video / foto jangan dikurangi Udah bagus malah pecah blur jelek banget,0
so bad isrewell,0
tidak bisa login,0
WhatsApp ini sangat membantu saya untuk berkomunikasi dengan teman maupun keluarga saya.,1
apk ya sangat bagus,1
sangat membantu,1
saya suka sekali,1
gimana sih kak WhatsApp saya nggak bisa ke buka padahal mah ini kartu udah lama saya pake Bakan semenjak beli hp no nya ngga pernah ganti tolong dong yang jls,0
akun saya di banned permanen tanpa alasan yang jelas dan data saya hilang selamanya,0
Ok,1
tolong untuk pengiriman stori wa kok jadi pecah kenapa tolong di perbaiki lagi,0
Aplikasih yg bagus.,1
Luar biasa,1
ok sekali,1
good job,1
aplikasi nya jelek gak ada cewek yg chat gua!,0
bagus,1
mantap,1
kenapa aku kena sepen dan tidak bisa di kelola,1
bagus,1
bravo wa.....sy mau jgn ada org lain yg msk diwa ini tanpa kontak dan tanpa ijin kami krna kami anggap pencuri privasi org lain...,1
good,1
ok,1
sangat bagus saya suka,1
bagus,1
sangat membantu dan mudah,1
Sangat membantu,1
Tolong lah ini wa sudah jdi tempat bekerja saya tiba tiba tanpa ada kejelasan yang jelas. saya setelah share kerjaan ke beberapa no dengan pesan suara tiba-tiba no saya terblokir. ayolah ini makin sekarang setelah update jadi ngaco banget,0
good job,1
gak jelas tib tiba akun ku keblokir,0
knpa wa ku minta tinjau an lagi pdahal aku ga nyalahin peraturan,1
"whatsapp sekarang aneh,ga nyepam ga ngapain2 cuma,ngecat nomer temen yang belum ke sv tiba2 ke ban sendiri,aneh",0
sangat di butuhkan,1
aku ksi bintang 3 dlu KRNA aku baru mendownload aplikasi WhatsApp ini Bru menca.,1
"Tolong kepada pihak WhatsApp agar tegas dalam menerima laporan, saya melaporkan bahwa ada saluran WhatsApp seseorang dimana saluran itu Tempat penipuan, telah banyak korban yang di tipu tolong lebih tegas lagi dalam merespon laporan",1
SEKARANG PASTI WA DIKIT DIKIT KE BANNED.,0
"tolong kenapa, stastus saya dan stastus teman saya hilang dan nanti muncul lagi, apa karena jaringan atau apa WA yg bermasalah",0
siapa yang gek pake whatsAPP bagus terimakasih ya yang bikin wahatsAPP,1
knp kna pebatasan terus,1
gajales udah di update tetep aja Ngebug gaada beda beda nya kocak gj bintang 1,0
YANG BENER AJA LAH ORG UDAH DI PRIVASI DARI STORY TAPI MASIH BISA LIAT STORY HADUHHHH,1
sangat bagus,1
bagus,1
"nomor saya serung kena peninjauan, gabisa ngechat kontak baru",1
wa bug banget deh aku gabisa masuk pada hal aku tau no wa nya,0
Akun wa sayA disadap org mau login gk bisa,0
saya tidak bisa memverifikasi no WhatsApp saya karena keamanan,1
Banyak manfaatnya dalam berkomunikasi,1
gimana woi..nomor ga buat apa2 diblokir.akun keluar sendiri.nomor penting buat kerja.!!!,1
bagus,1
karna WA saya sering kena kenon padahal gua hapus kontak,0
